审计ID,模块,业务域,变更类型,迁移前路径,迁移后路径,Git状态,新增行,删除行,规范化代码相似度,依赖替换/Import变化,Android行为审计,平台边界,序列化/数据库影响,静态证据,风险,建议,验证状态,人工结论
CMP-0053,app,通用业务,原路径修改,app/proguard-rules.pro,app/proguard-rules.pro,M,0,3,97%,无可见 import 变化,共享实现发生变化；需用迁移前后同断言验证；规范化代码相似度 97%,project；接口注入候选,无直接持久化标记,git=M; blob 33fbee7c3148→1adf3050364d; sha256 60cf734ca2d2→f9e6a95bacee,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0054,app,数据库与持久化,原路径修改,app/src/androidTest/java/me/rerere/rikkahub/data/db/migrations/Migration_11_12_Test.kt,app/src/androidTest/java/me/rerere/rikkahub/data/db/migrations/Migration_11_12_Test.kt,M,196,381,33%,Android/SLF4J→Kermit；Room2→Room3,共享实现发生变化；需用迁移前后同断言验证；规范化代码相似度 33%,androidTest,序列化契约、数据库/迁移、时间表示、JSON/DTO,git=M; blob a67824e467e9→f4e34c26d842; sha256 aff402e35009→db5c8bbe2463,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0055,app,通用业务,原路径修改,app/src/main/AndroidManifest.xml,app/src/main/AndroidManifest.xml,M,0,10,97%,无可见 import 变化,Android 平台实现发生内容变化；规范化代码相似度 97%,androidAppMain,无直接持久化标记,git=M; blob c3f64b5f0638→c7711f0e5256; sha256 dc62073ebf68→6dbe64980ae2,低,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0056,app,通用业务,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/AndroidPlatformRouteContent.kt,A,34,0,—,"imports: — → androidx.compose.runtime,me.rerere.rikkahub,me.rerere.workspace",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→4b0cd9435a7e; sha256 —→21bda955681d,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0057,app,应用壳与导航,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/NavigationIntent.kt,A,7,0,—,无可见 import 变化,新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→8fb212dd679c; sha256 —→4630898929c9,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0058,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/RikkaHubApp.kt,app/src/main/java/me/rerere/rikkahub/RikkaHubApp.kt,M,1,7,99%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain,无直接持久化标记,git=M; blob 33b65f5152f5→67d74b0b01cd; sha256 2b67003783a5→5e4f07bc4cc9,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0059,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/RouteActivity.kt,app/src/main/java/me/rerere/rikkahub/RouteActivity.kt,M,174,727,23%,OkHttp业务API→Ktor,Android 平台实现发生内容变化；规范化代码相似度 23%,androidAppMain,序列化契约、DataStore兼容,git=M; blob e1322256d25e→7944e0c50399; sha256 c096f6c6a55d→ddad18e0ea8f,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0060,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/GenerationHandler.kt,app/src/main/java/me/rerere/rikkahub/data/ai/GenerationHandler.kt,M,5,5,99%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain；接口注入候选,序列化契约、JSON/DTO,git=M; blob 262efb36f422→71eb1844916a; sha256 c4e701315299→29596d92b5fa,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0061,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/RequestLoggingInterceptor.kt,app/src/main/java/me/rerere/rikkahub/data/ai/RequestLoggingInterceptor.kt,M,47,8,69%,"imports: me.rerere.common → kotlin.time.TimeSource,me.rerere.common",Android 平台实现发生内容变化；规范化代码相似度 69%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob 068bb1e061a9→55ba9b3f91d6; sha256 5382f858232c→133210ba6167,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0062,app,MCP与OAuth,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/AndroidMcpImageStore.kt,A,21,0,—,"imports: — → android.webkit.MimeTypeMap,androidx.core.net,me.rerere.ai,me.rerere.rikkahub",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→99c25c0b3326; sha256 —→72929c823fe3,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0063,app,MCP与OAuth,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/transport/SseClientTransport.kt,—,D,0,201,—,无可见 import 变化,旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,序列化契约、JSON/DTO,git=D; blob 936e883dbb7e→—; sha256 4753c6366a85→—,高,由 Kotlin MCP SDK/Ktor transport 替代，需核对断线、取消和错误传播,待迁移前后行为验证,待审核
CMP-0064,app,MCP与OAuth,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/transport/StreamableHttpClientTransport.kt,—,D,0,369,—,无可见 import 变化,旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain,序列化契约、JSON/DTO,git=D; blob 0330eb501f1e→—; sha256 37954cfb3667→—,高,由 Kotlin MCP SDK/Ktor transport 替代，需核对 session 与重连语义,待迁移前后行为验证,待审核
CMP-0065,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/MemoryTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/MemoryTools.kt,M,3,2,99%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain,JSON/DTO,git=M; blob 1fcd46180623→eb9fc8cd2811; sha256 2f51958708d1→9bd7d5a9acaa,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0066,app,搜索,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/SearchTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/SearchTools.kt,M,3,2,99%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain,时间表示、JSON/DTO,git=M; blob ddd899156926→96770974f00e; sha256 d745372453b7→6b34f3e56ec7,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0067,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/WorkspaceTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/WorkspaceTools.kt,M,2,1,100%,imports: me.rerere.rikkahub → me.rerere.rikkahub,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,时间表示、JSON/DTO,git=M; blob 76db87e634d4→83930132a68f; sha256 c3afd7c4cdec→c857a4e91a94,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0068,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/CalendarTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/CalendarTool.kt,M,64,51,88%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 88%,androidAppMain,时间表示、JSON/DTO,git=M; blob 606316850c8e→7f05cb45a5f2; sha256 f1142e1a29fd→34cd148df5d7,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0069,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/JavascriptTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/JavascriptTool.kt,M,30,29,57%,imports: com.whl.quickjs → me.rerere.common,Android 平台实现发生内容变化；规范化代码相似度 57%,androidAppMain,JSON/DTO,git=M; blob a85a5dc14404→dbcf180b128b; sha256 bdcc26a4bfe2→ef47ca9d0cad,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0070,app,通用业务,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/LocalToolTimePolicy.kt,A,38,0,—,"imports: — → kotlin.time.Clock,kotlin.time.Instant,kotlinx.datetime.LocalDate,kotlinx.datetime.LocalDateTime",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,时间表示,git=A; blob —→b23cc254aeda; sha256 —→0bf48afe3ccb,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0071,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/ScreenTimeTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/ScreenTimeTool.kt,M,27,27,90%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 90%,androidAppMain,时间表示、JSON/DTO,git=M; blob 90164932fe36→4cab11f8516f; sha256 6b72b4b2aacd→d38f6caf7644,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0072,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/TimeInfoTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/TimeInfoTool.kt,M,46,21,34%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 34%,androidAppMain,时间表示、JSON/DTO,git=M; blob 55e3ba02d26c→209802959564; sha256 fa067eaa5238→22a713bf8036,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0073,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/OcrTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/OcrTransformer.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,JSON/DTO,git=M; blob 0bcd567db1ac→64a794787617; sha256 a49071757002→cb7c48a245f2,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0074,app,依赖注入,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/PlaceholderTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/PlaceholderTransformer.kt,M,17,23,88%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 88%,androidAppMain；接口注入候选,无直接持久化标记,git=M; blob e454749ef362→24dcad73192c; sha256 8084a9c552a4→23f7e5b4291a,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0075,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TemplateTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TemplateTransformer.kt,M,38,46,40%,Pebble→Korte,Android 平台实现发生内容变化；规范化代码相似度 40%,androidAppMain,时间表示,git=M; blob 504a8b863182→efdfc1a2e8b9; sha256 5e1af7f39b26→55aa192f20ed,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0076,app,通用业务,原路径修改,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TimeReminderTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TimeReminderTransformer.kt,M,5,7,93%,java.time→Kotlin time/datetime,Android 平台实现发生内容变化；规范化代码相似度 93%,androidAppMain,时间表示,git=M; blob e0e78c2f9e2f→144dda3f7d35; sha256 d67ece9b5371→4150e57037a0,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0077,app,网络与SSE,删除且未由Git配对,app/src/main/java/me/rerere/rikkahub/data/api/RikkaHubAPI.kt,—,D,0,5,—,无可见 import 变化,旧 Android 文件删除；必须确认替代调用与失败/取消语义,androidAppMain；接口注入候选,无直接持久化标记,git=D; blob c27eb30cb91a→—; sha256 875e6c247ec3→—,高,由共享 Ktor/Ktorfit API 边界替代,待迁移前后行为验证,待审核
CMP-0078,app,设置与DataStore,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/datastore/AndroidDefaultProviderDescriptions.kt,A,28,0,—,"imports: — → kotlin.uuid.Uuid,me.rerere.ai,me.rerere.rikkahub",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→155b2e12f552; sha256 —→16272a7e52db,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0079,app,数据库与持久化,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/db/entity/WorkspaceEntityExtensions.kt,A,20,0,—,"imports: — → me.rerere.rikkahub,me.rerere.workspace",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,序列化契约、时间表示、JSON/DTO,git=A; blob —→2ad9649026dd; sha256 —→f859913d4ded,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
CMP-0080,app,文件与图片,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/files/AndroidSkillStore.kt,A,71,0,—,"imports: — → java.io.File,kotlinx.coroutines.Dispatchers,kotlinx.coroutines.withContext",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→a44583694c04; sha256 —→7e29a67bb03f,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0081,app,文件与图片,原路径修改,app/src/main/java/me/rerere/rikkahub/data/files/FileUtils.kt,app/src/main/java/me/rerere/rikkahub/data/files/FileUtils.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,无直接持久化标记,git=M; blob c04de67efbef→781d6699407e; sha256 ca11cdc5adc8→14ec62762e42,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0082,app,文件与图片,原路径修改,app/src/main/java/me/rerere/rikkahub/data/files/FilesManager.kt,app/src/main/java/me/rerere/rikkahub/data/files/FilesManager.kt,M,2,9,99%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 99%,androidAppMain,时间表示,git=M; blob 1c67b0d2f818→dc8b5c01ebaa; sha256 49a5a01e73d0→7cf59e474c48,高,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待迁移前后行为验证,待审核
CMP-0083,app,文件与图片,原路径修改,app/src/main/java/me/rerere/rikkahub/data/files/SkillManager.kt,app/src/main/java/me/rerere/rikkahub/data/files/SkillManager.kt,M,1,1,100%,Android/SLF4J→Kermit,Android 平台实现发生内容变化；规范化代码相似度 100%,androidAppMain,无直接持久化标记,git=M; blob afc518369e10→bd5c20d94d72; sha256 03539f8a08a8→592f2e6f7b6f,中,逐段核对修改，剔除与CMP无关的格式化和产品行为变化,待人工确认静态结论,待审核
CMP-0084,app,备份同步与归档,新增实现/资源,—,app/src/main/java/me/rerere/rikkahub/data/repository/AndroidBackupLocalFileService.kt,A,131,0,—,"imports: — → android.content.Context,io.github.vinceglb,java.io.File,java.io.FileOutputStream",新增 Android 平台实现；需与迁移前对应代码逐句配对,androidAppMain,无直接持久化标记,git=A; blob —→c650afc004a9; sha256 —→402f83716fca,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
